date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:49:39	2226/2226	---M--	200	added ('OK')	image/jpeg	etag:%225b05826b-8b2%22	https://colorlib.com//polygon/admindek/files/assets/images/widget/sale-img.jpg	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/images/widget/sale-img.jpg	(from https://colorlib.com//polygon/admindek/default/widget-chart.html)
15:49:40	25102/25102	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b0582fa-620e%22	https://colorlib.com//polygon/admindek/files/assets/pages/widget/excanvas.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/widget/excanvas.js	(from https://colorlib.com//polygon/admindek/default/widget-chart.html)
15:49:40	150144/150144	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b058134-24a84%22	https://colorlib.com//polygon/admindek/files/bower_components/chart.js/js/Chart.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/chart.js/js/Chart.js	(from https://colorlib.com//polygon/admindek/default/widget-chart.html)
15:49:40	20440/20440	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b05809a-4fd8%22	https://colorlib.com//polygon/admindek/files/assets/js/SmoothScroll.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/js/SmoothScroll.js	(from https://colorlib.com//polygon/admindek/default/widget-chart.html)
15:49:41	26225/26225	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b058496-6671%22	https://colorlib.com//polygon/admindek/files/assets/pages/chart/knob/jquery.knob.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/chart/knob/jquery.knob.js	(from https://colorlib.com//polygon/admindek/default/widget-chart.html)
15:49:41	2740/2740	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b058495-ab4%22	https://colorlib.com//polygon/admindek/files/assets/pages/chart/knob/knob-custom-chart.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/chart/knob/knob-custom-chart.js	(from https://colorlib.com//polygon/admindek/default/widget-chart.html)
15:49:42	24977/24977	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b0582fd-6191%22	https://colorlib.com//polygon/admindek/files/assets/pages/widget/widget-chart.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/widget/widget-chart.js	(from https://colorlib.com//polygon/admindek/default/widget-chart.html)
15:49:42	1008/1008	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b058305-3f0%22	https://colorlib.com//polygon/admindek/files/assets/pages/accordion/accordion.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/accordion/accordion.js	(from https://colorlib.com//polygon/admindek/default/accordion.html)
15:49:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:42%20GMT	https://colorlib.com//polygon/admindek/default/preloader.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/preloader.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:43	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:42%20GMT	https://colorlib.com//polygon/admindek/default/bs-grid.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/bs-grid.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:43%20GMT	https://colorlib.com//polygon/admindek/default/light-box.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/light-box.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:43%20GMT	https://colorlib.com//polygon/admindek/default/notify.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/notify.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:43%20GMT	https://colorlib.com//polygon/admindek/default/x-editable.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/x-editable.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:44%20GMT	https://colorlib.com//polygon/admindek/default/icon-ion.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/icon-ion.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:44%20GMT	https://colorlib.com//polygon/admindek/default/icon-material-design.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/icon-material-design.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:45	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:44%20GMT	https://colorlib.com//polygon/admindek/default/icon-icofonts.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/icon-icofonts.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:45%20GMT	https://colorlib.com//polygon/admindek/default/icon-weather.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/icon-weather.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:46	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:45%20GMT	https://colorlib.com//polygon/admindek/default/icon-typicons.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/icon-typicons.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:47	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:46%20GMT	https://colorlib.com//polygon/admindek/default/icon-flags.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/icon-flags.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:47%20GMT	https://colorlib.com//polygon/admindek/default/timeline.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/timeline.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:48	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:47%20GMT	https://colorlib.com//polygon/admindek/default/timeline-social.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/timeline-social.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:48%20GMT	https://colorlib.com//polygon/admindek/default/user-profile.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/user-profile.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:48%20GMT	https://colorlib.com//polygon/admindek/default/user-card.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/user-card.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:48%20GMT	https://colorlib.com//polygon/admindek/default/product.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/product.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:49	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:48%20GMT	https://colorlib.com//polygon/admindek/default/product-list.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/product-list.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:49%20GMT	https://colorlib.com//polygon/admindek/default/product-edit.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/product-edit.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:49%20GMT	https://colorlib.com//polygon/admindek/default/product-detail.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/product-detail.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:49%20GMT	https://colorlib.com//polygon/admindek/default/product-cart.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/product-cart.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:50	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:49%20GMT	https://colorlib.com//polygon/admindek/default/product-payment.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/product-payment.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:50%20GMT	https://colorlib.com//polygon/admindek/default/fb-wall.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/fb-wall.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:51	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:50%20GMT	https://colorlib.com//polygon/admindek/default/message.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/message.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:52	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:51%20GMT	https://colorlib.com//polygon/admindek/default/gallery-grid.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/gallery-grid.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:53%20GMT	https://colorlib.com//polygon/admindek/default/gallery-masonry.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/gallery-masonry.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:54	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:53%20GMT	https://colorlib.com//polygon/admindek/default/gallery-advance.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/gallery-advance.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:54%20GMT	https://colorlib.com//polygon/admindek/default/search-result.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/search-result.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:55	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:54%20GMT	https://colorlib.com//polygon/admindek/default/search-result2.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/search-result2.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:55%20GMT	https://colorlib.com//polygon/admindek/default/ace-editor.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/ace-editor.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:55%20GMT	https://colorlib.com//polygon/admindek/default/long-press-editor.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/long-press-editor.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:56	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:55%20GMT	https://colorlib.com//polygon/admindek/default/invoice.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/invoice.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:57	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:56%20GMT	https://colorlib.com//polygon/admindek/default/invoice-summary.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/invoice-summary.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:57%20GMT	https://colorlib.com//polygon/admindek/default/invoice-list.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/invoice-list.html	(from https://colorlib.com//polygon/admindek/default/generic-class.html)
15:49:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:57%20GMT	https://colorlib.com//polygon/admindek/default/x-editable.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/x-editable.html	(from https://colorlib.com//polygon/admindek/default/color.html)
15:49:58	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:49:57%20GMT	https://colorlib.com//polygon/admindek/default/x-editable.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/x-editable.html	(from https://colorlib.com//polygon/admindek/default/label-badge.html)
15:49:59	3079/3079	---MCZ	200	added ('OK')	text/css	etag:W/%225b05833e-1097%22	https://colorlib.com//polygon/admindek/files/assets/pages/list-scroll/list.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/list-scroll/list.css	(from https://colorlib.com//polygon/admindek/default/list.html)
15:49:59	15450/15450	---MCZ	200	added ('OK')	text/css	etag:W/%225b05811e-4eb1%22	https://colorlib.com//polygon/admindek/files/bower_components/stroll/css/stroll.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/stroll/css/stroll.css	(from https://colorlib.com//polygon/admindek/default/list.html)
15:50:00	7638/7638	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b05811d-36ed%22	https://colorlib.com//polygon/admindek/files/bower_components/stroll/js/stroll.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/stroll/js/stroll.js	(from https://colorlib.com//polygon/admindek/default/list.html)
15:50:00	3481/3481	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b05833e-15ee%22	https://colorlib.com//polygon/admindek/files/assets/pages/list-scroll/list-custom.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/list-scroll/list-custom.js	(from https://colorlib.com//polygon/admindek/default/list.html)
15:50:01	11355/11355	---M--	200	added ('OK')	image/png	etag:%225b05825f-2c5b%22	https://colorlib.com//polygon/admindek/files/assets/images/tooltip/Euclid.png	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/images/tooltip/Euclid.png	(from https://colorlib.com//polygon/admindek/default/tooltip.html)
15:50:01	2467/2467	---MCZ	200	added ('OK')	text/css	etag:W/%225b058331-9a3%22	https://colorlib.com//polygon/admindek/files/assets/pages/jqpagination/jqpagination.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/jqpagination/jqpagination.css	(from https://colorlib.com//polygon/admindek/default/other.html)
15:50:01	10951/10951	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b058331-2ac7%22	https://colorlib.com//polygon/admindek/files/assets/pages/jqpagination/jquery.jqpagination.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/jqpagination/jquery.jqpagination.js	(from https://colorlib.com//polygon/admindek/default/other.html)
15:50:01	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2008%20Feb%202020%2014:50:00%20GMT	https://colorlib.com//polygon/admindek/default/x-editable.html	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/default/x-editable.html	(from https://colorlib.com//polygon/admindek/default/draggable.html)
15:50:02	36761/36761	---M--	200	added ('OK')	image/jpeg	etag:%225b0582b8-8f99%22	https://colorlib.com//polygon/admindek/files/assets/images/card-block/card1.jpg	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/images/card-block/card1.jpg	(from https://colorlib.com//polygon/admindek/default/draggable.html)
15:50:02	53930/53930	---M--	200	added ('OK')	image/jpeg	etag:%225b0582b7-d2aa%22	https://colorlib.com//polygon/admindek/files/assets/images/card-block/card14.jpg	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/images/card-block/card14.jpg	(from https://colorlib.com//polygon/admindek/default/draggable.html)
15:50:02	59533/59533	---M--	200	added ('OK')	image/jpeg	etag:%225b0582b8-e88d%22	https://colorlib.com//polygon/admindek/files/assets/images/card-block/card13.jpg	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/images/card-block/card13.jpg	(from https://colorlib.com//polygon/admindek/default/draggable.html)
15:50:02	53930/53930	---M--	200	added ('OK')	image/jpeg	etag:%225b0582b8-d2aa%22	https://colorlib.com//polygon/admindek/files/assets/images/card-block/card2.jpg	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/images/card-block/card2.jpg	(from https://colorlib.com//polygon/admindek/default/draggable.html)
15:50:02	2940/2940	---M--	200	added ('OK')	image/jpeg	etag:%225b058095-b93%22	https://colorlib.com//polygon/admindek/files/assets/images/avatar-5.jpg	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/images/avatar-5.jpg	(from https://colorlib.com//polygon/admindek/default/draggable.html)
15:50:03	24034/24034	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b05824c-88c3%22	https://colorlib.com//polygon/admindek/files/bower_components/Sortable/js/Sortable.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/Sortable/js/Sortable.js	(from https://colorlib.com//polygon/admindek/default/draggable.html)
15:50:03	132/132	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b0580b6-273%22	https://colorlib.com//polygon/admindek/files/assets/pages/sortable-custom.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/sortable-custom.js	(from https://colorlib.com//polygon/admindek/default/draggable.html)
15:50:03	16853/16853	---MCZ	200	added ('OK')	text/css	etag:W/%225b058236-595f%22	https://colorlib.com//polygon/admindek/files/bower_components/sweetalert/css/sweetalert.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/sweetalert/css/sweetalert.css	(from https://colorlib.com//polygon/admindek/default/modal.html)
15:50:03	14940/14940	---MCZ	200	added ('OK')	text/css	etag:W/%225b05808f-4631%22	https://colorlib.com//polygon/admindek/files/assets/css/component.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/css/component.css	(from https://colorlib.com//polygon/admindek/default/modal.html)
15:50:04	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Feb%202020%2014:50:03%20GMT	https://colorlib.com//polygon/admindek/files/assets/images/Modal/overflow.jpg	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/images/Modal/overflow.jpg	(from https://colorlib.com//polygon/admindek/default/modal.html)
15:50:04	16977/16977	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b058235-4251%22	https://colorlib.com//polygon/admindek/files/bower_components/sweetalert/js/sweetalert.min.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/sweetalert/js/sweetalert.min.js	(from https://colorlib.com//polygon/admindek/default/modal.html)
15:50:04	2154/2154	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b05809f-b03%22	https://colorlib.com//polygon/admindek/files/assets/js/modal.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/js/modal.js	(from https://colorlib.com//polygon/admindek/default/modal.html)
15:50:04	1211/1211	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b05809b-725%22	https://colorlib.com//polygon/admindek/files/assets/js/classie.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/js/classie.js	(from https://colorlib.com//polygon/admindek/default/modal.html)
15:50:05	923/923	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b05809b-551%22	https://colorlib.com//polygon/admindek/files/assets/js/modalEffects.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/js/modalEffects.js	(from https://colorlib.com//polygon/admindek/default/modal.html)
15:50:05	1608/1608	---MCZ	200	added ('OK')	text/css	etag:W/%225b058303-982%22	https://colorlib.com//polygon/admindek/files/assets/pages/notification/notification.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/notification/notification.css	(from https://colorlib.com//polygon/admindek/default/notification.html)
15:50:05	56369/56369	---MCZ	200	added ('OK')	text/css	etag:W/%225b058149-11a43%22	https://colorlib.com//polygon/admindek/files/bower_components/animate.css/css/animate.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/animate.css/css/animate.css	(from https://colorlib.com//polygon/admindek/default/notification.html)
15:50:05	5699/5699	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b05809b-1643%22	https://colorlib.com//polygon/admindek/files/assets/js/bootstrap-growl.min.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/js/bootstrap-growl.min.js	(from https://colorlib.com//polygon/admindek/default/notification.html)
15:50:06	1561/1561	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b058303-b39%22	https://colorlib.com//polygon/admindek/files/assets/pages/notification/notification.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/pages/notification/notification.js	(from https://colorlib.com//polygon/admindek/default/notification.html)
15:50:06	31000/31000	---MCZ	200	added ('OK')	text/css	etag:W/%225b058239-7918%22	https://colorlib.com//polygon/admindek/files/bower_components/font-awesome/css/font-awesome.min.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/font-awesome/css/font-awesome.min.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:06	830/830	---MCZ	200	added ('OK')	text/css	etag:W/%225b0581a3-3be%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/css/fontawesome-stars.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/css/fontawesome-stars.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:07	1071/1071	---MCZ	200	added ('OK')	text/css	etag:W/%225b0581a4-4fc%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-1to10.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-1to10.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:07	1085/1085	---MCZ	200	added ('OK')	text/css	etag:W/%225b0581a3-4f1%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-horizontal.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-horizontal.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:07	1057/1057	---MCZ	200	added ('OK')	text/css	etag:W/%225b0581a3-4e1%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-movie.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-movie.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:07	1433/1433	---MCZ	200	added ('OK')	text/css	etag:W/%225b0581a3-681%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-pill.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-pill.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:08	1158/1158	---MCZ	200	added ('OK')	text/css	etag:W/%225b0581a4-55e%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-reversed.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-reversed.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:08	1002/1002	---MCZ	200	added ('OK')	text/css	etag:W/%225b0581a5-4a5%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-square.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/css/bars-square.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:08	699/699	---MCZ	200	added ('OK')	text/css	etag:W/%225b0581a4-33f%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/css/css-stars.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/css/css-stars.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:08	1252/1252	---MCZ	200	added ('OK')	text/css	etag:W/%225b0581a4-5a9%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/css/fontawesome-stars-o.css	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/css/fontawesome-stars-o.css	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:08	8667/8667	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b0581a7-4d3c%22	https://colorlib.com//polygon/admindek/files/bower_components/jquery-bar-rating/js/jquery.barrating.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/bower_components/jquery-bar-rating/js/jquery.barrating.js	(from https://colorlib.com//polygon/admindek/default/rating.html)
15:50:09	2277/2277	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b05809a-e6e%22	https://colorlib.com//polygon/admindek/files/assets/js/rating.js	C:/Users/laoui/Desktop/bike/bikk/colorlib.com/polygon/admindek/files/assets/js/rating.js	(from https://colorlib.com//polygon/admindek/default/rating.html)
